;< 0.5 cm;> 0.5-1 cm;> 1-2 cm;> 2-4 cm;> 4 cm;< 1 year;> 1 year;< 1;1;> 1;egg;larva;nymph;adult;ovoviviparity;isolated eggs, free;isolated eggs, cemented;clutches, cemented or fixed;clutches, free;clutches, terrestrial/in vegetation;asexual reproduction;aquatic passive;aquatic active;aerial passive;aerial active;eggs, statoblasts;cocoons, housings;diapause or dormancy;none;tegument;gill;plastron, spiracle;flier;swimmer;crawler;burrower;interstitial;attached;microorganisms, detritus (< 1mm);dead plant (>= 1mm);living microphytes;living macrophytes;dead animal (>= 1mm);living microinvertebrates;large animals;absorber, deposit feeder;shredder;scraper;filter-feeder;piercer;predator;parasite;river channel;banks, connected side-arms;ponds, pools, disconnected side-arms;marshes, peat bogs;temporary waters;lakes;crenon;epirithron;metarithron;hyporithron;epipotamon;metapotamon;estuary;outside river system;lowlands;piedmont level;alpine level;flags/boulders/cobbles/pebbles;gravel;sand;silt;macrophytes;microphytes;twigs/roots;organic detritus/litter;mud;null;slow (< 25 cm/s);medium (25-50 cm</s);fast (> 50 cm/s);oligotrophic;mesotrophic;eutrophic;freshwater;brackish water;cold (< 15°C);warm (> 15°C);eurythermic;xenosaprobic;oligosaprobic;b-mesosaprobic;a-mesosaprobic;polysaprobic;< 4;> 4-4.5;> 4.5-5;> 5-5.5;> 5.5-6;> 6;;;;;
CODE_TAXON;TAILLE_1;TAILLE_2;TAILLE_3;TAILLE_4;TAILLE_5;LONGEVITE_1;LONGEVITE_2;VOLTINISME_1;VOLTINISME_2;VOLTINISME_3;STADE_AQUATIQUE_1;STADE_AQUATIQUE_2;STADE_AQUATIQUE_3;STADE_AQUATIQUE_4;REPRODUCTION_1;REPRODUCTION_2;REPRODUCTION_3;REPRODUCTION_4;REPRODUCTION_5;REPRODUCTION_6;REPRODUCTION_7;DISPERSION_1;DISPERSION_2;DISPERSION_3;DISPERSION_4;RESISTANCE_1;RESISTANCE_2;RESISTANCE_3;RESISTANCE_4;RESPIRATION_1;RESPIRATION_2;RESPIRATION_3;LOCOMOTION_1;LOCOMOTION_2;LOCOMOTION_3;LOCOMOTION_4;LOCOMOTION_5;LOCOMOTION_6;NOURRITURE_1;NOURRITURE_2;NOURRITURE_3;NOURRITURE_4;NOURRITURE_5;NOURRITURE_6;NOURRITURE_7;ALIMENTATION_1;ALIMENTATION_2;ALIMENTATION_3;ALIMENTATION_4;ALIMENTATION_5;ALIMENTATION_6;ALIMENTATION_7;TRANSVERSAL_1;TRANSVERSAL_2;TRANSVERSAL_3;TRANSVERSAL_4;TRANSVERSAL_5;TRANSVERSAL_6;LONGITUDINAL_1;LONGITUDINAL_2;LONGITUDINAL_3;LONGITUDINAL_4;LONGITUDINAL_5;LONGITUDINAL_6;LONGITUDINAL_7;LONGITUDINAL_8;ALTITUDE_1;ALTITUDE_2;ALTITUDE_3;SUBSTRAT_1;SUBSTRAT_2;SUBSTRAT_3;SUBSTRAT_4;SUBSTRAT_5;SUBSTRAT_6;SUBSTRAT_7;SUBSTRAT_8;SUBSTRAT_9;COURANT_1;COURANT_2;COURANT_3;COURANT_4;TROPHIE_1;TROPHIE_2;TROPHIE_3;SALINITE_1;SALINITE_2;TEMPERATURE_1;TEMPERATURE_2;TEMPERATURE_3;SAPROBIE_1;SAPROBIE_2;SAPROBIE_3;SAPROBIE_4;SAPROBIE_5;PH_1;PH_2;PH_3;PH_4;PH_5;PH_6;GROUPE_BIO;GROUPE_ECO;GROUPE_BIOECO;SPEAR_SENSIBILITE;SPEAR_CLASSE
1062;0;0;1;0;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;1;0;0;0;0;1;0;0;0.6;0.4;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.333333333;0;0;0;0.666666667;0;0.25;0.25;0.125;0.125;0.125;0;0.125;1;0;0;0.75;0;0;0;0.25;0;0;0;0;0;0.5;0.25;0.25;0.166666667;0.5;0.333333333;1;0;1;0;0;0;0;0.6;0.4;0;0;0;0;0.25;0.25;0.5;c;C;g;-0.43;0
1064;0;0.25;0.75;0;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.666666667;0;0;0.333333333;0.333333333;0.666666667;0;0;1;0;0;0;1;0;0;0;0.142857143;0.714285714;0;0.142857143;0;0;0;0;0;0.25;0;0.75;0;0;0;0;0;1;0;0.166666667;0.25;0.25;0.083333333;0.083333333;0.166666667;0.071428571;0.285714286;0.142857143;0.142857143;0.071428571;0.071428571;0;0.214285714;0.6;0.2;0.2;0.272727273;0;0;0;0.272727273;0;0.272727273;0.181818182;0;0.285714286;0.428571429;0.285714286;0;0.25;0.5;0.25;0.75;0.25;0.2;0.4;0.4;0;0.5;0.5;0;0;0.111111111;0.111111111;0.111111111;0.111111111;0.222222222;0.333333333;c;D;g;-0.43;0
1065;0;0.25;0.75;0;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.666666667;0;0;0.333333333;0.333333333;0.666666667;0;0;1;0;0;0;1;0;0;0;0.142857143;0.714285714;0;0.142857143;0;0;0;0;0;0.25;0;0.75;0;0;0;0;0;1;0;0.166666667;0.25;0.25;0.083333333;0.083333333;0.166666667;0.071428571;0.285714286;0.142857143;0.142857143;0.071428571;0.071428571;0;0.214285714;0.6;0.2;0.2;0.272727273;0;0;0;0.272727273;0;0.272727273;0.181818182;0;0.285714286;0.428571429;0.285714286;0;0.25;0.5;0.25;0.75;0.25;0.2;0.4;0.4;0;0.5;0.5;0;0;0.111111111;0.111111111;0.111111111;0.111111111;0.222222222;0.333333333;c;D;g;-0.43;0
1066;0;0.25;0.75;0;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.666666667;0;0;0.333333333;0.333333333;0.666666667;0;0;1;0;0;0;1;0;0;0;0.142857143;0.714285714;0;0.142857143;0;0;0;0;0;0.25;0;0.75;0;0;0;0;0;1;0;0.166666667;0.25;0.25;0.083333333;0.083333333;0.166666667;0.071428571;0.285714286;0.142857143;0.142857143;0.071428571;0.071428571;0;0.214285714;0.6;0.2;0.2;0.272727273;0;0;0;0.272727273;0;0.272727273;0.181818182;0;0.285714286;0.428571429;0.285714286;0;0.25;0.5;0.25;0.75;0.25;0.2;0.4;0.4;0;0.5;0.5;0;0;0.111111111;0.111111111;0.111111111;0.111111111;0.222222222;0.333333333;c;D;g;-0.43;0
1067;0;0.25;0.75;0;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.666666667;0;0;0.333333333;0.333333333;0.666666667;0;0;1;0;0;0;1;0;0;0;0.142857143;0.714285714;0;0.142857143;0;0;0;0;0;0.25;0;0.75;0;0;0;0;0;1;0;0.166666667;0.25;0.25;0.083333333;0.083333333;0.166666667;0.071428571;0.285714286;0.142857143;0.142857143;0.071428571;0.071428571;0;0.214285714;0.6;0.2;0.2;0.272727273;0;0;0;0.272727273;0;0.272727273;0.181818182;0;0.285714286;0.428571429;0.285714286;0;0.25;0.5;0.25;0.75;0.25;0.2;0.4;0.4;0;0.5;0.5;0;0;0.111111111;0.111111111;0.111111111;0.111111111;0.222222222;0.333333333;c;D;g;-0.43;0
1055;0;0.166666667;0.333333333;0.5;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.5;0;0;0.5;0;1;0;0;0.666666667;0;0;0.333333333;1;0;0;0;0.166666667;0.833333333;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.1;0.4;0.2;0;0;0.3;0;0.066666667;0.2;0.266666667;0.2;0.133333333;0;0.133333333;0.75;0.25;0;0.444444444;0;0;0;0.222222222;0;0;0.222222222;0.111111111;0.428571429;0.428571429;0.142857143;0;0.2;0.4;0.4;0.75;0.25;0.2;0.4;0.4;0.142857143;0.285714286;0.428571429;0.142857143;0;0.071428571;0.142857143;0.142857143;0.214285714;0.214285714;0.214285714;c;D;g;-0.43;0
1056;0;0.166666667;0.333333333;0.5;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.5;0;0;0.5;0;1;0;0;0.666666667;0;0;0.333333333;1;0;0;0;0.166666667;0.833333333;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.1;0.4;0.2;0;0;0.3;0;0.066666667;0.2;0.266666667;0.2;0.133333333;0;0.133333333;0.75;0.25;0;0.444444444;0;0;0;0.222222222;0;0;0.222222222;0.111111111;0.428571429;0.428571429;0.142857143;0;0.2;0.4;0.4;0.75;0.25;0.2;0.4;0.4;0.142857143;0.285714286;0.428571429;0.142857143;0;0.071428571;0.142857143;0.142857143;0.214285714;0.214285714;0.214285714;c;D;g;-0.43;0
1057;0;0.166666667;0.333333333;0.5;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.5;0;0;0.5;0;1;0;0;0.666666667;0;0;0.333333333;1;0;0;0;0.166666667;0.833333333;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.1;0.4;0.2;0;0;0.3;0;0.066666667;0.2;0.266666667;0.2;0.133333333;0;0.133333333;0.75;0.25;0;0.444444444;0;0;0;0.222222222;0;0;0.222222222;0.111111111;0.428571429;0.428571429;0.142857143;0;0.2;0.4;0.4;0.75;0.25;0.2;0.4;0.4;0.142857143;0.285714286;0.428571429;0.142857143;0;0.071428571;0.142857143;0.142857143;0.214285714;0.214285714;0.214285714;c;D;g;-0.43;0
1058;0;0.166666667;0.333333333;0.5;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.5;0;0;0.5;0;1;0;0;0.666666667;0;0;0.333333333;1;0;0;0;0.166666667;0.833333333;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.1;0.4;0.2;0;0;0.3;0;0.066666667;0.2;0.266666667;0.2;0.133333333;0;0.133333333;0.75;0.25;0;0.444444444;0;0;0;0.222222222;0;0;0.222222222;0.111111111;0.428571429;0.428571429;0.142857143;0;0.2;0.4;0.4;0.75;0.25;0.2;0.4;0.4;0.142857143;0.285714286;0.428571429;0.142857143;0;0.071428571;0.142857143;0.142857143;0.214285714;0.214285714;0.214285714;c;D;g;-0.43;0
1059;0;0.166666667;0.333333333;0.5;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.5;0;0;0.5;0;1;0;0;0.666666667;0;0;0.333333333;1;0;0;0;0.166666667;0.833333333;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.1;0.4;0.2;0;0;0.3;0;0.066666667;0.2;0.266666667;0.2;0.133333333;0;0.133333333;0.75;0.25;0;0.444444444;0;0;0;0.222222222;0;0;0.222222222;0.111111111;0.428571429;0.428571429;0.142857143;0;0.2;0.4;0.4;0.75;0.25;0.2;0.4;0.4;0.142857143;0.285714286;0.428571429;0.142857143;0;0.071428571;0.142857143;0.142857143;0.214285714;0.214285714;0.214285714;c;D;g;-0.43;0
1060;0;0.166666667;0.333333333;0.5;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.5;0;0;0.5;0;1;0;0;0.666666667;0;0;0.333333333;1;0;0;0;0.166666667;0.833333333;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.1;0.4;0.2;0;0;0.3;0;0.066666667;0.2;0.266666667;0.2;0.133333333;0;0.133333333;0.75;0.25;0;0.444444444;0;0;0;0.222222222;0;0;0.222222222;0.111111111;0.428571429;0.428571429;0.142857143;0;0.2;0.4;0.4;0.75;0.25;0.2;0.4;0.4;0.142857143;0.285714286;0.428571429;0.142857143;0;0.071428571;0.142857143;0.142857143;0.214285714;0.214285714;0.214285714;c;D;g;-0.43;0
1071;0;0.166666667;0.333333333;0.5;0;0;1;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.5;0;0;0.5;0;1;0;0;0.666666667;0;0;0.333333333;1;0;0;0;0.166666667;0.833333333;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.1;0.4;0.2;0;0;0.3;0;0.066666667;0.2;0.266666667;0.2;0.133333333;0;0.133333333;0.75;0.25;0;0.444444444;0;0;0;0.222222222;0;0;0.222222222;0.111111111;0.428571429;0.428571429;0.142857143;0;0.2;0.4;0.4;0.75;0.25;0.2;0.4;0.4;0.142857143;0.285714286;0.428571429;0.142857143;0;0.071428571;0.142857143;0.142857143;0.214285714;0.214285714;0.214285714;c;NA;NA;-0.43;0
3079;0;0;0;1;0;1;0;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.6;0;0;0.4;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.444444444;0;0;0;0.333333333;0;0;0.222222222;0;0.6;0.4;0;0;0.333333333;0.333333333;0.333333333;1;0;0;0;1;0;0;0.5;0.5;0;0;0;0;0;0;1;c;F;g;-0.43;0
3080;0;0;0;1;0;1;0;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;0.6;0;0;0.4;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0.444444444;0;0;0;0.333333333;0;0;0.222222222;0;0.6;0.4;0;0;0.333333333;0.333333333;0.333333333;1;0;0;0;1;0;0;0.5;0.5;0;0;0;0;0;0;1;c;F;g;-0.43;0
1072;0;0;0;1;0;0.75;0.25;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.375;0.25;0;0.125;0.25;0.058823529;0.058823529;0.117647059;0.176470588;0.235294118;0.176470588;0;0.176470588;1;0;0;0.666666667;0;0;0;0;0;0;0.333333333;0;0.285714286;0.428571429;0.285714286;0;0;0.4;0.6;0.75;0.25;0;0;1;0;0;0.666666667;0.333333333;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;c;F;d;-0.43;0
1074;0;0;0;1;0;0.75;0.25;0;1;0;0.333333333;0.333333333;0;0.333333333;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.375;0.25;0;0.125;0.25;0.058823529;0.058823529;0.117647059;0.176470588;0.235294118;0.176470588;0;0.176470588;1;0;0;0.666666667;0;0;0;0;0;0;0.333333333;0;0.285714286;0.428571429;0.285714286;0;0;0.4;0.6;0.75;0.25;0;0;1;0;0;0.666666667;0.333333333;0;0.083333333;0.083333333;0.083333333;0.25;0.25;0.25;c;F;d;-0.43;0
1052;0;0;1;0;0;0;1;0;1;0;0.5;0;0;0.5;0;0;0;1;0;0;0;0;1;0;0;0;0.5;0;0.5;1;0;0;0;1;0;0;0;0;0.142857143;0;0;0;0.142857143;0;0.714285714;0;0;0;0;0;1;0;0.2;0.3;0.3;0;0;0.2;0;0;0;0.333333333;0.333333333;0;0;0.333333333;1;0;0;0.2;0.2;0;0;0.2;0;0.066666667;0.2;0.133333333;0.285714286;0.285714286;0.428571429;0;0;0.5;0.5;1;0;0.25;0;0.75;0;0;0.5;0.5;0;0;0;0;0;0;1;c;D;d;NA;NA
3110;0;0;1;0;0;0;1;0;1;0;0.5;0;0;0.5;0;0;0;1;0;0;0;0;1;0;0;0;0.5;0;0.5;1;0;0;0;1;0;0;0;0;0.142857143;0;0;0;0.142857143;0;0.714285714;0;0;0;0;0;1;0;0.2;0.3;0.3;0;0;0.2;0;0;0;0.333333333;0.333333333;0;0;0.333333333;1;0;0;0.2;0.2;0;0;0.2;0;0.066666667;0.2;0.133333333;0.285714286;0.285714286;0.428571429;0;0;0.5;0.5;1;0;0.25;0;0.75;0;0;0.5;0.5;0;0;0;0;0;0;1;c;D;d;NA;NA
4224;0;0;1;0;0;0;1;0;1;0;0.5;0;0;0.5;0;0;0;1;0;0;0;0;1;0;0;0;0.5;0;0.5;1;0;0;0;1;0;0;0;0;0.142857143;0;0;0;0.142857143;0;0.714285714;0;0;0;0;0;1;0;0.2;0.3;0.3;0;0;0.2;0;0;0;0.333333333;0.333333333;0;0;0.333333333;1;0;0;0.2;0.2;0;0;0.2;0;0.066666667;0.2;0.133333333;0.285714286;0.285714286;0.428571429;0;0;0.5;0.5;1;0;0.25;0;0.75;0;0;0.5;0.5;0;0;0;0;0;0;1;c;D;d;NA;NA
5189;0;0;0;0;1;0.75;0.25;0.2;0.2;0.6;0.4;0.2;0;0.4;0;0;0;1;0;0;0;0.6;0.2;0.2;0;0;0.5;0.25;0.25;1;0;0;0;0.166666667;0.333333333;0;0;0.5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.4;0.6;0;0;0;0.428571429;0.285714286;0;0;0;0;0;0.285714286;0.333333333;0.666666667;0;0.25;0.25;0.25;0;0.25;0;0;0;0;0.333333333;0.333333333;0.333333333;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;b;A;b;NA;NA
1085;0;0;0;0;1;0.75;0.25;0.2;0.2;0.6;0.4;0.2;0;0.4;0;0;0;1;0;0;0;0.6;0.2;0.2;0;0;0.5;0.25;0.25;1;0;0;0;0.166666667;0.333333333;0;0;0.5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.4;0.6;0;0;0;0.428571429;0.285714286;0;0;0;0;0;0.285714286;0.333333333;0.666666667;0;0.25;0.25;0.25;0;0.25;0;0;0;0;0.333333333;0.333333333;0.333333333;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;b;A;b;NA;NA
1086;0;0;0;0;1;0.75;0.25;0.2;0.2;0.6;0.4;0.2;0;0.4;0;0;0;1;0;0;0;0.6;0.2;0.2;0;0;0.5;0.25;0.25;1;0;0;0;0.166666667;0.333333333;0;0;0.5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.4;0.6;0;0;0;0.428571429;0.285714286;0;0;0;0;0;0.285714286;0.333333333;0.666666667;0;0.25;0.25;0.25;0;0.25;0;0;0;0;0.333333333;0.333333333;0.333333333;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;b;A;b;NA;NA
3087;0;0;0;0;1;0.75;0.25;0.2;0.2;0.6;0.4;0.2;0;0.4;0;0;0;1;0;0;0;0.6;0.2;0.2;0;0;0.5;0.25;0.25;1;0;0;0;0.166666667;0.333333333;0;0;0.5;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0.4;0.6;0;0;0;0.428571429;0.285714286;0;0;0;0;0;0.285714286;0.333333333;0.666666667;0;0.25;0.25;0.25;0;0.25;0;0;0;0;0.333333333;0.333333333;0.333333333;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;b;A;b;NA;NA
1089;0;0;1;0;0;0.5;0.5;0;1;0;0.5;0.166666667;0;0.333333333;0;0;0;1;0;0;0;0.5;0.25;0.25;0;0;0;0;1;1;0;0;0;0.2;0.4;0;0;0.4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.25;0.75;0;0;0;0;0;0.25;0.25;0.25;0.25;0;0;0;0.75;0.25;0;0.285714286;0;0;0;0.428571429;0;0;0;0.285714286;0.333333333;0.333333333;0.333333333;0;0.333333333;0.333333333;0.333333333;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0;0;0;0;0;0;0;b;C;g;NA;NA
3159;0;0;1;0;0;0.5;0.5;0;1;0;0.5;0.166666667;0;0.333333333;0;0;0;1;0;0;0;0.5;0.25;0.25;0;0;0;0;1;1;0;0;0;0.2;0.4;0;0;0.4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0.25;0.75;0;0;0;0;0;0.25;0.25;0.25;0.25;0;0;0;0.75;0.25;0;0.285714286;0;0;0;0.428571429;0;0;0;0.285714286;0.333333333;0.333333333;0.333333333;0;0.333333333;0.333333333;0.333333333;1;0;0.333333333;0.333333333;0.333333333;0;0;0;0;0;0;0;0;0;0;0;b;C;g;NA;NA
1087;0.105564852;0;0;0.314203715;0.580231433;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.255315239;0;0;0;0.744684761;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0.050454674;0.376276617;0.218904345;0.012431033;0;0.341933331;0;0.093783687;0.093783687;0.172207332;0.270431507;0.177785924;0;0.192007862;0.644430356;0.278696571;0.076873073;0.296910566;0;0.015016324;0;0.25610335;0.018610392;0.314934007;0.052513272;0.045912089;0.433270771;0.395338569;0.143979748;0.027410912;0.29409532;0.455707288;0.250197391;0.77167181;0.22832819;0.10901254;0.074195512;0.816791948;0;0.331194931;0.513641945;0.155163124;0;0;0.141795513;0.212693269;0.212693269;0.099958973;0.332858977;a;NA;z;NA;NA
3091;1;0;0;0;0;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.25;0;0;0;0.75;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0.222222222;0.333333333;0.111111111;0;0;0.333333333;0;0.166666667;0.166666667;0.166666667;0.166666667;0.166666667;0;0.166666667;1;0;0;0.333333333;0;0;0;0.111111111;0;0.333333333;0.111111111;0.111111111;0.25;0.375;0.25;0.125;0.333333333;0.666666667;0;0.6;0.4;0.25;0;0.75;0;0.6;0.4;0;0;0;0;0;0;0;1;a;C;z;NA;NA
3092;1;0;0;0;0;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.25;0;0;0;0.75;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0.222222222;0.333333333;0.111111111;0;0;0.333333333;0;0.166666667;0.166666667;0.166666667;0.166666667;0.166666667;0;0.166666667;1;0;0;0.333333333;0;0;0;0.111111111;0;0.333333333;0.111111111;0.111111111;0.25;0.375;0.25;0.125;0.333333333;0.666666667;0;0.6;0.4;0.25;0;0.75;0;0.6;0.4;0;0;0;0;0;0;0;1;a;C;z;NA;NA
3093;1;0;0;0;0;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.25;0;0;0;0.75;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0.222222222;0.333333333;0.111111111;0;0;0.333333333;0;0.166666667;0.166666667;0.166666667;0.166666667;0.166666667;0;0.166666667;1;0;0;0.333333333;0;0;0;0.111111111;0;0.333333333;0.111111111;0.111111111;0.25;0.375;0.25;0.125;0.333333333;0.666666667;0;0.6;0.4;0.25;0;0.75;0;0.6;0.4;0;0;0;0;0;0;0;1;a;C;z;NA;NA
5187;0;0;0;0.75;0.25;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.333333333;0;0;0;0.666666667;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0;0.4;0;0.2;0;0.4;0;0;0;0.166666667;0.333333333;0.333333333;0;0.166666667;1;0;0;0.428571429;0;0;0;0.142857143;0;0.428571429;0;0;0.75;0.25;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;a;C;z;NA;NA
5188;0;0;0;0.75;0.25;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.333333333;0;0;0;0.666666667;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0;0.4;0;0.2;0;0.4;0;0;0;0.166666667;0.333333333;0.333333333;0;0.166666667;1;0;0;0.428571429;0;0;0;0.142857143;0;0.428571429;0;0;0.75;0.25;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;a;C;z;NA;NA
5241;0;0;0;0.75;0.25;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.333333333;0;0;0;0.666666667;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0;0.4;0;0.2;0;0.4;0;0;0;0.166666667;0.333333333;0.333333333;0;0.166666667;1;0;0;0.428571429;0;0;0;0.142857143;0;0.428571429;0;0;0.75;0.25;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;a;C;z;NA;NA
3097;0;0;0;0.285714286;0.714285715;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.25;0;0;0;0.75;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0;0.428571429;0.285714286;0;0;0.285714286;0;0.090909091;0.090909091;0.181818182;0.272727273;0.181818182;0;0.181818182;0.6;0.4;0;0.25;0;0;0;0.333333333;0;0.333333333;0.083333333;0;0.428571429;0.428571429;0.142857143;0;0.142857143;0.428571429;0.428571429;0.75;0.25;0;0;1;0;0.166666667;0.5;0.333333333;0;0;0.222222222;0.333333333;0.333333333;0.111111111;0;a;NA;z;NA;NA
3098;0;0;0;0.285714286;0.714285715;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.25;0;0;0;0.75;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0;0.428571429;0.285714286;0;0;0.285714286;0;0.090909091;0.090909091;0.181818182;0.272727273;0.181818182;0;0.181818182;0.6;0.4;0;0.25;0;0;0;0.333333333;0;0.333333333;0.083333333;0;0.428571429;0.428571429;0.142857143;0;0.142857143;0.428571429;0.428571429;0.75;0.25;0;0;1;0;0.166666667;0.5;0.333333333;0;0;0.222222222;0.333333333;0.333333333;0.111111111;0;a;F;z;NA;NA
3102;0;0;0;0;1;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.25;0;0;0;0.75;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0;0.333333333;0.333333333;0;0;0.333333333;0;0.2;0.2;0.2;0.2;0;0;0.2;0.6;0.2;0.2;0.333333333;0;0;0;0.333333333;0.111111111;0.222222222;0;0;0.75;0.25;0;0;0.5;0.5;0;1;0;0.25;0;0.75;0;0.25;0.75;0;0;0;0;0;0;0;1;a;D;z;NA;NA
3103;0;0;0;0;1;1;0;1;0;0;0.333333333;0.333333333;0;0.333333333;0.5;0;0;0;0;0;0.5;0.75;0.25;0;0;1;0;0;0;1;0;0;0;0.25;0;0;0;0.75;0.142857143;0;0.428571429;0;0;0.428571429;0;0;0;0;1;0;0;0;0;0.333333333;0.333333333;0;0;0.333333333;0;0.2;0.2;0.2;0.2;0;0;0.2;0.6;0.2;0.2;0.333333333;0;0;0;0.333333333;0.111111111;0.222222222;0;0;0.75;0.25;0;0;0.5;0.5;0;1;0;0.25;0;0.75;0;0.25;0.75;0;0;0;0;0;0;0;1;a;D;z;NA;NA
