;< 0.5 cm;> 0.5-1 cm;> 1-2 cm;> 2-4 cm;> 4 cm;< 1 year;> 1 year;< 1;1;> 1;egg;larva;nymph;adult;ovoviviparity;isolated eggs, free;isolated eggs, cemented;clutches, cemented or fixed;clutches, free;clutches, terrestrial/in vegetation;asexual reproduction;aquatic passive;aquatic active;aerial passive;aerial active;eggs, statoblasts;cocoons, housings;diapause or dormancy;none;tegument;gill;plastron, spiracle;flier;swimmer;crawler;burrower;interstitial;attached;microorganisms, detritus (< 1mm);dead plant (>= 1mm);living microphytes;living macrophytes;dead animal (>= 1mm);living microinvertebrates;large animals;absorber, deposit feeder;shredder;scraper;filter-feeder;piercer;predator;parasite;river channel;banks, connected side-arms;ponds, pools, disconnected side-arms;marshes, peat bogs;temporary waters;lakes;crenon;epirithron;metarithron;hyporithron;epipotamon;metapotamon;estuary;outside river system;lowlands;piedmont level;alpine level;flags/boulders/cobbles/pebbles;gravel;sand;silt;macrophytes;microphytes;twigs/roots;organic detritus/litter;mud;null;slow (< 25 cm/s);medium (25-50 cm</s);fast (> 50 cm/s);oligotrophic;mesotrophic;eutrophic;freshwater;brackish water;cold (< 15°C);warm (> 15°C);eurythermic;xenosaprobic;oligosaprobic;b-mesosaprobic;a-mesosaprobic;polysaprobic;< 4;> 4-4.5;> 4.5-5;> 5-5.5;> 5.5-6;> 6;;;;;
CODE_TAXON;TAILLE_1;TAILLE_2;TAILLE_3;TAILLE_4;TAILLE_5;LONGEVITE_1;LONGEVITE_2;VOLTINISME_1;VOLTINISME_2;VOLTINISME_3;STADE_AQUATIQUE_1;STADE_AQUATIQUE_2;STADE_AQUATIQUE_3;STADE_AQUATIQUE_4;REPRODUCTION_1;REPRODUCTION_2;REPRODUCTION_3;REPRODUCTION_4;REPRODUCTION_5;REPRODUCTION_6;REPRODUCTION_7;DISPERSION_1;DISPERSION_2;DISPERSION_3;DISPERSION_4;RESISTANCE_1;RESISTANCE_2;RESISTANCE_3;RESISTANCE_4;RESPIRATION_1;RESPIRATION_2;RESPIRATION_3;LOCOMOTION_1;LOCOMOTION_2;LOCOMOTION_3;LOCOMOTION_4;LOCOMOTION_5;LOCOMOTION_6;NOURRITURE_1;NOURRITURE_2;NOURRITURE_3;NOURRITURE_4;NOURRITURE_5;NOURRITURE_6;NOURRITURE_7;ALIMENTATION_1;ALIMENTATION_2;ALIMENTATION_3;ALIMENTATION_4;ALIMENTATION_5;ALIMENTATION_6;ALIMENTATION_7;TRANSVERSAL_1;TRANSVERSAL_2;TRANSVERSAL_3;TRANSVERSAL_4;TRANSVERSAL_5;TRANSVERSAL_6;LONGITUDINAL_1;LONGITUDINAL_2;LONGITUDINAL_3;LONGITUDINAL_4;LONGITUDINAL_5;LONGITUDINAL_6;LONGITUDINAL_7;LONGITUDINAL_8;ALTITUDE_1;ALTITUDE_2;ALTITUDE_3;SUBSTRAT_1;SUBSTRAT_2;SUBSTRAT_3;SUBSTRAT_4;SUBSTRAT_5;SUBSTRAT_6;SUBSTRAT_7;SUBSTRAT_8;SUBSTRAT_9;COURANT_1;COURANT_2;COURANT_3;COURANT_4;TROPHIE_1;TROPHIE_2;TROPHIE_3;SALINITE_1;SALINITE_2;TEMPERATURE_1;TEMPERATURE_2;TEMPERATURE_3;SAPROBIE_1;SAPROBIE_2;SAPROBIE_3;SAPROBIE_4;SAPROBIE_5;PH_1;PH_2;PH_3;PH_4;PH_5;PH_6;GROUPE_BIO;GROUPE_ECO;GROUPE_BIOECO;SPEAR_SENSIBILITE;SPEAR_CLASSE
3176;0;0;0.283166207;0.716833793;0;0.148155119;0.851844881;0.839502041;0.146008419;0.01448954;0.495863563;0.504136437;0;0;0;0.587337407;0.399520628;0;0;0.013141965;0;0.07143245;0.149155769;0;0.779411781;0.069209439;0;0.317322684;0.613467877;0.25;0.75;0;0;0.28978882;0.616443489;0.09376769;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.074557697;0.185615591;0.202816125;0.240094973;0.13625072;0.160664894;0.094152379;0.057135286;0.094152379;0.094152379;0;0.061771431;0;0.598636148;0.500382273;0.362260724;0.137357003;0.059714363;0.059714363;0.115898351;0.124658008;0.295207857;0;0.0538427;0.148144657;0.142819701;0.663478219;0.275714547;0.060807234;0;0.509201508;0.224189642;0.26660885;0.916045209;0.083954791;0;0;1;0;0.330830522;0.440348175;0.228821303;0;0.19695693;0.216942945;0.183591738;0.11939244;0.139378455;0.143737491;NA;NA;NA;-0.96;0
2676;0;0;1;0;0;1;0;0;0.333333333;0.666666667;0.5;0.5;0;0;0;0.5;0.5;0;0;0;0;0;0.25;0;0.75;0.333333333;0;0;0.666666667;0.25;0.75;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.166666667;0.5;0;0.333333333;0;0;0;0;0;0;0;0;1;0.75;0.25;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0.6;0.4;0;0;1;0;0.2;0.6;0.2;0;0;0;0.222222222;0.333333333;0.222222222;0.222222222;c;G;d;-0.96;0
2678;0;0;1;0;0;1;0;0;0.333333333;0.666666667;0.5;0.5;0;0;0;0.5;0.5;0;0;0;0;0;0.25;0;0.75;0.333333333;0;0;0.666666667;0.25;0.75;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.166666667;0.5;0;0.333333333;0;0;0;0;0;0;0;0;1;0.75;0.25;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0.6;0.4;0;0;1;0;0.2;0.6;0.2;0;0;0;0.222222222;0.333333333;0.222222222;0.222222222;c;G;d;-0.96;0
5164;0;0;0.283166207;0.716833793;0;0.148155119;0.851844881;0.839502041;0.146008419;0.01448954;0.495863563;0.504136437;0;0;0;0.587337407;0.399520628;0;0;0.013141965;0;0.07143245;0.149155769;0;0.779411781;0.069209439;0;0.317322684;0.613467877;0.25;0.75;0;0;0.28978882;0.616443489;0.09376769;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.074557697;0.185615591;0.202816125;0.240094973;0.13625072;0.160664894;0.094152379;0.057135286;0.094152379;0.094152379;0;0.061771431;0;0.598636148;0.500382273;0.362260724;0.137357003;0.059714363;0.059714363;0.115898351;0.124658008;0.295207857;0;0.0538427;0.148144657;0.142819701;0.663478219;0.275714547;0.060807234;0;0.509201508;0.224189642;0.26660885;0.916045209;0.083954791;0;0;1;0;0.330830522;0.440348175;0.228821303;0;0.19695693;0.216942945;0.183591738;0.11939244;0.139378455;0.143737491;NA;NA;NA;-0.96;0
20579;0;0;0.283166207;0.716833793;0;0.148155119;0.851844881;0.839502041;0.146008419;0.01448954;0.495863563;0.504136437;0;0;0;0.587337407;0.399520628;0;0;0.013141965;0;0.07143245;0.149155769;0;0.779411781;0.069209439;0;0.317322684;0.613467877;0.25;0.75;0;0;0.28978882;0.616443489;0.09376769;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0.074557697;0.185615591;0.202816125;0.240094973;0.13625072;0.160664894;0.094152379;0.057135286;0.094152379;0.094152379;0;0.061771431;0;0.598636148;0.500382273;0.362260724;0.137357003;0.059714363;0.059714363;0.115898351;0.124658008;0.295207857;0;0.0538427;0.148144657;0.142819701;0.663478219;0.275714547;0.060807234;0;0.509201508;0.224189642;0.26660885;0.916045209;0.083954791;0;0;1;0;0.330830522;0.440348175;0.228821303;0;0.19695693;0.216942945;0.183591738;0.11939244;0.139378455;0.143737491;NA;NA;NA;-0.96;0
2679;0;0;0.4;0.6;0;0;1;1;0;0;0.5;0.5;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0.25;0.75;0;0;0.333333333;0.666666667;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.25;0.375;0.25;0.125;0;0;0;0;0;0;0;1;0.5;0.333333333;0.166666667;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0.272727273;0.272727273;0.181818182;0.090909091;0.090909091;0.090909091;d;G;d;-0.96;0
2682;0;0;0.4;0.6;0;0;1;1;0;0;0.5;0.5;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0.25;0.75;0;0;0.333333333;0.666666667;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.25;0.375;0.25;0.125;0;0;0;0;0;0;0;1;0.5;0.333333333;0.166666667;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0.272727273;0.272727273;0.181818182;0.090909091;0.090909091;0.090909091;d;G;d;-0.96;0
697;0;0;0;1;0;0.25;0.75;0.75;0.25;0;0.5;0.5;0;0;0;0.4;0.6;0;0;0;0;0;0.25;0;0.75;0;0;0;1;0.25;0.75;0;0;0.285714286;0.571428571;0.142857143;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.222222222;0.222222222;0.222222222;0.111111111;0.222222222;0.125;0.125;0.125;0.125;0;0;0;0.5;0.428571429;0.428571429;0.142857143;0;0;0.166666667;0.25;0.166666667;0;0;0.25;0.166666667;0.6;0.4;0;0;0.333333333;0.333333333;0.333333333;1;0;0;0;1;0;0;0.6;0.4;0;0.2;0.2;0.2;0.133333333;0.133333333;0.133333333;d;G;d;-0.96;0
2660;0;0;0;1;0;0.25;0.75;0.75;0.25;0;0.5;0.5;0;0;0;0.4;0.6;0;0;0;0;0;0.25;0;0.75;0;0;0;1;0.25;0.75;0;0;0.285714286;0.571428571;0.142857143;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.222222222;0.222222222;0.222222222;0.111111111;0.222222222;0.125;0.125;0.125;0.125;0;0;0;0.5;0.428571429;0.428571429;0.142857143;0;0;0.166666667;0.25;0.166666667;0;0;0.25;0.166666667;0.6;0.4;0;0;0.333333333;0.333333333;0.333333333;1;0;0;0;1;0;0;0.6;0.4;0;0.2;0.2;0.2;0.133333333;0.133333333;0.133333333;d;G;d;-0.96;0
698;0;0;0.25;0.75;0;0;1;1;0;0;0.5;0.5;0;0;0;0.333333333;0.666666667;0;0;0;0;0.2;0.2;0;0.6;0;0;1;0;0.25;0.75;0;0;0.2;0.6;0.2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.222222222;0.222222222;0.222222222;0.111111111;0.222222222;0.25;0;0.25;0.25;0;0;0;0.25;0.75;0.25;0;0.181818182;0.181818182;0.090909091;0;0.181818182;0;0.181818182;0;0.181818182;0.5;0.333333333;0.166666667;0;0;0.333333333;0.666666667;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0;0.142857143;0.142857143;0.142857143;0.285714286;0.285714286;d;F;d;-0.96;0
2664;0;0;0.25;0.75;0;0;1;1;0;0;0.5;0.5;0;0;0;0.333333333;0.666666667;0;0;0;0;0.2;0.2;0;0.6;0;0;1;0;0.25;0.75;0;0;0.2;0.6;0.2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.222222222;0.222222222;0.222222222;0.111111111;0.222222222;0.25;0;0.25;0.25;0;0;0;0.25;0.75;0.25;0;0.181818182;0.181818182;0.090909091;0;0.181818182;0;0.181818182;0;0.181818182;0.5;0.333333333;0.166666667;0;0;0.333333333;0.666666667;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0;0.142857143;0.142857143;0.142857143;0.285714286;0.285714286;d;F;d;-0.96;0
2665;0;0;0.25;0.75;0;0;1;1;0;0;0.5;0.5;0;0;0;0.333333333;0.666666667;0;0;0;0;0.2;0.2;0;0.6;0;0;1;0;0.25;0.75;0;0;0.2;0.6;0.2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.222222222;0.222222222;0.222222222;0.111111111;0.222222222;0.25;0;0.25;0.25;0;0;0;0.25;0.75;0.25;0;0.181818182;0.181818182;0.090909091;0;0.181818182;0;0.181818182;0;0.181818182;0.5;0.333333333;0.166666667;0;0;0.333333333;0.666666667;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0;0.142857143;0.142857143;0.142857143;0.285714286;0.285714286;d;F;d;-0.96;0
2666;0;0;0.25;0.75;0;0;1;1;0;0;0.5;0.5;0;0;0;0.333333333;0.666666667;0;0;0;0;0.2;0.2;0;0.6;0;0;1;0;0.25;0.75;0;0;0.2;0.6;0.2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.222222222;0.222222222;0.222222222;0.111111111;0.222222222;0.25;0;0.25;0.25;0;0;0;0.25;0.75;0.25;0;0.181818182;0.181818182;0.090909091;0;0.181818182;0;0.181818182;0;0.181818182;0.5;0.333333333;0.166666667;0;0;0.333333333;0.666666667;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0;0.142857143;0.142857143;0.142857143;0.285714286;0.285714286;d;F;d;-0.96;0
699;0;0;1;0;0;1;0;0;0.75;0.25;0.4;0.6;0;0;0;0.75;0;0;0;0.25;0;0.25;0;0;0.75;0.4;0;0;0.6;0.25;0.75;0;0;0.333333333;0.666666667;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.1;0.3;0.3;0.1;0.2;0;0;0;0;0;0;0;1;0.375;0.375;0.25;0.083333333;0.083333333;0.083333333;0;0.333333333;0;0;0.333333333;0.083333333;0.5;0.333333333;0.166666667;0;0.333333333;0.666666667;0;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0.142857143;0.142857143;0.142857143;0.142857143;0.142857143;0.285714286;c;G;d;-0.95985896;0
2671;0;0;1;0;0;1;0;0;0.75;0.25;0.4;0.6;0;0;0;0.75;0;0;0;0.25;0;0.25;0;0;0.75;0.4;0;0;0.6;0.25;0.75;0;0;0.333333333;0.666666667;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.1;0.3;0.3;0.1;0.2;0;0;0;0;0;0;0;1;0.375;0.375;0.25;0.083333333;0.083333333;0.083333333;0;0.333333333;0;0;0.333333333;0.083333333;0.5;0.333333333;0.166666667;0;0.333333333;0.666666667;0;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0.142857143;0.142857143;0.142857143;0.142857143;0.142857143;0.285714286;c;G;d;-0.96;0
2674;0;0;1;0;0;1;0;0;0.75;0.25;0.4;0.6;0;0;0;0.75;0;0;0;0.25;0;0.25;0;0;0.75;0.4;0;0;0.6;0.25;0.75;0;0;0.333333333;0.666666667;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0.1;0.3;0.3;0.1;0.2;0;0;0;0;0;0;0;1;0.375;0.375;0.25;0.083333333;0.083333333;0.083333333;0;0.333333333;0;0;0.333333333;0.083333333;0.5;0.333333333;0.166666667;0;0.333333333;0.666666667;0;0.75;0.25;0;0;1;0;0.2;0.6;0.2;0;0.142857143;0.142857143;0.142857143;0.142857143;0.142857143;0.285714286;c;G;d;-0.96;0
690;0;0;0.159921729;0.840078271;0;0.050359257;0.949640743;0.932854324;0.067145676;0;0.5;0.5;0;0;0;0.32957424;0.102309941;0.385231067;0.120862217;0.062022535;0;0.057402654;0.214123341;0;0.728474005;0;0;0.310112677;0.689887323;0.25;0.75;0;0;0.040287406;0.657971045;0.301741549;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0.023917772;0.219678432;0.239433011;0.246526506;0.05492904;0.215515238;0;0;0.031011268;0.092067555;0.180569433;0.180569433;0;0.515782313;0.705461063;0.18343793;0.111101007;0.025842723;0;0.09759604;0.0690078;0.267322354;0.05749061;0;0.201155411;0.281585061;0.802882969;0.125363714;0.071753317;0;0.41083119;0.58916881;0;1;0;0;0;1;0;0.103370892;0.543183925;0.291171018;0.062274165;0;0.059182373;0.147991518;0.264275369;0.264275369;0.264275369;NA;NA;d;-0.96;0
2657;0;0;0;1;0;0.25;0.75;0.666666667;0.333333333;0;0.5;0.5;0;0;0;0;0.2;0.2;0.6;0;0;0;0.25;0;0.75;0;0;0;1;0.25;0.75;0;0;0.2;0.4;0.4;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0;0.181818182;0.272727273;0.272727273;0;0.272727273;0;0;0;0.125;0.125;0.125;0;0.625;0.5;0.333333333;0.166666667;0;0;0;0.214285714;0.214285714;0;0;0.357142857;0.214285714;1;0;0;0;0.5;0.5;0;1;0;0;0;1;0;0;0.5;0.333333333;0.166666667;0;0.153846154;0.153846154;0.230769231;0.230769231;0.230769231;d;G;d;-0.96;0
2658;0;0;0;1;0;0.25;0.75;0.666666667;0.333333333;0;0.5;0.5;0;0;0;0;0.2;0.2;0.6;0;0;0;0.25;0;0.75;0;0;0;1;0.25;0.75;0;0;0.2;0.4;0.4;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0;0.181818182;0.272727273;0.272727273;0;0.272727273;0;0;0;0.125;0.125;0.125;0;0.625;0.5;0.333333333;0.166666667;0;0;0;0.214285714;0.214285714;0;0;0.357142857;0.214285714;1;0;0;0;0.5;0.5;0;1;0;0;0;1;0;0;0.5;0.333333333;0.166666667;0;0.153846154;0.153846154;0.230769231;0.230769231;0.230769231;d;G;d;-0.96;0
2655;0;0;0;1;0;0;1;1;0;0;0.5;0.5;0;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0;1;0.25;0.75;0;0;0;0.75;0.25;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0;0.142857143;0.285714286;0.285714286;0;0.285714286;0;0;0;0;0.166666667;0.166666667;0;0.666666667;1;0;0;0;0;0;0;0.5;0.166666667;0;0;0.333333333;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0.75;0.25;0;0;0;0.181818182;0.272727273;0.272727273;0.272727273;d;F;d;-0.96;0
2656;0;0;0;1;0;0;1;1;0;0;0.5;0.5;0;0;0;0;0;1;0;0;0;0;0.25;0;0.75;0;0;0;1;0.25;0.75;0;0;0;0.75;0.25;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0;0.142857143;0.285714286;0.285714286;0;0.285714286;0;0;0;0;0.166666667;0.166666667;0;0.666666667;1;0;0;0;0;0;0;0.5;0.166666667;0;0;0.333333333;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0.75;0.25;0;0;0;0.181818182;0.272727273;0.272727273;0.272727273;d;F;d;-0.96;0
691;0;0;0.25;0.75;0;0;1;1;0;0;0.5;0.5;0;0;0;1;0;0;0;0;0;0.4;0;0;0.6;0;0;0;1;0.25;0.75;0;0;0;0.6;0.4;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0.166666667;0.5;0.166666667;0;0.166666667;0;0;0;0;0.25;0.25;0.25;0;0.25;1;0;0;0;0;0.5;0;0;0;0;0;0.5;0.166666667;0.333333333;0.5;0;0;1;0;1;0;0;0;1;0;0;0.2;0.6;0.2;0;0;0.181818182;0.272727273;0.272727273;0.272727273;d;E;g;-0.96;0
692;0;0;0.25;0.75;0;0;1;1;0;0;0.5;0.5;0;0;0;1;0;0;0;0;0;0.4;0;0;0.6;0;0;0;1;0.25;0.75;0;0;0;0.6;0.4;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0.166666667;0.5;0.166666667;0;0.166666667;0;0;0;0;0.25;0.25;0.25;0;0.25;1;0;0;0;0;0.5;0;0;0;0;0;0.5;0.166666667;0.333333333;0.5;0;0;1;0;1;0;0;0;1;0;0;0.2;0.6;0.2;0;0;0.181818182;0.272727273;0.272727273;0.272727273;d;E;g;-0.96;0
693;0;0;0.4;0.6;0;0;1;1;0;0;0.5;0.5;0;0;0;0.6;0.2;0;0;0.2;0;0;0.25;0;0.75;0;0;1;0;0.25;0.75;0;0;0;0.75;0.25;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0;0.2;0.2;0.3;0.1;0.2;0;0;0.1;0.1;0.2;0.2;0;0.4;0.375;0.375;0.25;0.083333333;0;0.083333333;0.083333333;0.166666667;0;0;0.416666667;0.166666667;0.75;0.25;0;0;1;0;0;1;0;0;0;1;0;0.333333333;0.5;0.166666667;0;0;0.090909091;0.090909091;0.272727273;0.272727273;0.272727273;d;D;d;-0.95985896;0
2653;0;0;0.4;0.6;0;0;1;1;0;0;0.5;0.5;0;0;0;0.6;0.2;0;0;0.2;0;0;0.25;0;0.75;0;0;1;0;0.25;0.75;0;0;0;0.75;0.25;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0;0.2;0.2;0.3;0.1;0.2;0;0;0.1;0.1;0.2;0.2;0;0.4;0.375;0.375;0.25;0.083333333;0;0.083333333;0.083333333;0.166666667;0;0;0.416666667;0.166666667;0.75;0.25;0;0;1;0;0;1;0;0;0;1;0;0.333333333;0.5;0.166666667;0;0;0.090909091;0.090909091;0.272727273;0.272727273;0.272727273;d;D;d;-0.96;0
2654;0;0;0.4;0.6;0;0;1;1;0;0;0.5;0.5;0;0;0;0.6;0.2;0;0;0.2;0;0;0.25;0;0.75;0;0;1;0;0.25;0.75;0;0;0;0.75;0.25;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0;0.2;0.2;0.3;0.1;0.2;0;0;0.1;0.1;0.2;0.2;0;0.4;0.375;0.375;0.25;0.083333333;0;0.083333333;0.083333333;0.166666667;0;0;0.416666667;0.166666667;0.75;0.25;0;0;1;0;0;1;0;0;0;1;0;0.333333333;0.5;0.166666667;0;0;0.090909091;0.090909091;0.272727273;0.272727273;0.272727273;d;D;d;-0.96;0
3147;0;0;0.4;0.6;0;0;1;1;0;0;0.5;0.5;0;0;0;0.6;0.2;0;0;0.2;0;0;0.25;0;0.75;0;0;1;0;0.25;0.75;0;0;0;0.75;0.25;0;0;0;0;0;0;0;0.2;0.8;0;0;0;0;0;1;0;0;0.2;0.2;0.3;0.1;0.2;0;0;0.1;0.1;0.2;0.2;0;0.4;0.375;0.375;0.25;0.083333333;0;0.083333333;0.083333333;0.166666667;0;0;0.416666667;0.166666667;0.75;0.25;0;0;1;0;0;1;0;0;0;1;0;0.333333333;0.5;0.166666667;0;0;0.090909091;0.090909091;0.272727273;0.272727273;0.272727273;d;D;d;-0.96;0
3155;0.283437438;0.245986636;0.428935069;0.041640856;0;0.709977554;0.290022446;0;0.633846719;0.366153281;0.25169592;0.396438752;0;0.351865328;0;0;0.296815869;0.209244392;0;0.493939739;0;0.228260188;0.465352215;0.023039402;0.283348195;0.158410445;0;0.788194958;0.053394597;0.128105434;0;0.871894566;0.137626523;0.591575598;0.213366841;0.057431039;0;0;0;0.01199966;0.044587918;0.060342045;0.111100713;0.262677847;0.509291817;0;0.058702572;0.039532677;0;0.798362813;0.103401938;0;0.120147331;0.224627311;0.277108597;0.077004734;0.077490865;0.223621162;0.045243593;0.077048664;0.092543398;0.124656491;0.103188887;0.092902323;0.018983527;0.445433117;0.818162581;0.15925397;0.022583449;0.185808295;0.043471342;0.043819455;0.024545101;0.4845519;0.01287304;0.03126902;0.093170086;0.080491761;0.494870706;0.328436743;0.117758166;0.058934385;0.398798779;0.39695191;0.204249311;0.73281432;0.26718568;0.018735376;0;0.981264624;0;0.238571418;0.530708192;0.23072039;0;0.031203129;0.04807704;0.122087003;0.17196618;0.171008732;0.455657916;NA;NA;NA;NA;NA
732;1;0;0;0;0;1;0;0;1;0;0.375;0.375;0;0.25;0;0;0;0;0;1;0;0;0.5;0;0.5;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;1;0;0;0;0.285714286;0.285714286;0.285714286;0;0.142857143;0.125;0;0;0.125;0.125;0;0.25;0.375;1;0;0;0;0;0;0;0.8;0;0;0;0.2;0.75;0.25;0;0;0;0.6;0.4;0.6;0.4;0;0;1;0;0;0.666666667;0.333333333;0;0;0;0.166666667;0.166666667;0.166666667;0.5;g;F;e;-0.56;0
2726;1;0;0;0;0;1;0;0;1;0;0.375;0.375;0;0.25;0;0;0;0;0;1;0;0;0.5;0;0.5;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;1;0;0;0;0.285714286;0.285714286;0.285714286;0;0.142857143;0.125;0;0;0.125;0.125;0;0.25;0.375;1;0;0;0;0;0;0;0.8;0;0;0;0.2;0.75;0.25;0;0;0;0.6;0.4;0.6;0.4;0;0;1;0;0;0.666666667;0.333333333;0;0;0;0.166666667;0.166666667;0.166666667;0.5;g;F;e;-0.56;0
733;1;0;0;0;0;1;0;0;1;0;0.375;0.375;0;0.25;0;0;0;0;0;1;0;0;0.5;0;0.5;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0.5;0;0.5;0;0;0;0;0;1;0;0;0;0.285714286;0.285714286;0.285714286;0;0.142857143;0.125;0;0;0.125;0.125;0;0.25;0.375;1;0;0;0;0;0;0;0.8;0;0;0;0.2;0.75;0.25;0;0;0;0.6;0.4;0.6;0.4;0;0;1;0;0;0.666666667;0.333333333;0;0;0;0.166666667;0.166666667;0.166666667;0.5;g;F;e;-0.56;0
734;0;0.25;0.75;0;0;0.4;0.6;0;0.4;0.6;0.2;0.4;0;0.4;0;0;0.166666667;0.333333333;0;0.5;0;0.166666667;0.333333333;0;0.5;0.333333333;0;0.5;0.166666667;0;0;1;0.428571429;0.571428571;0;0;0;0;0;0;0;0;0.25;0;0.75;0;0;0;0;0.75;0.25;0;0.076923077;0.230769231;0.230769231;0.153846154;0.076923077;0.230769231;0;0.083333333;0.083333333;0.083333333;0.166666667;0.166666667;0;0.416666667;0.5;0.333333333;0.166666667;0;0;0;0;1;0;0;0;0;0.375;0.375;0.125;0.125;0.285714286;0.285714286;0.428571429;0.6;0.4;0;0;1;0;0.2;0.4;0.4;0;0;0.083333333;0.166666667;0.25;0.25;0.25;NA;NA;NA;-0.56;0
735;0;0.25;0.75;0;0;0.4;0.6;0;0.4;0.6;0.2;0.4;0;0.4;0;0;0.166666667;0.333333333;0;0.5;0;0.166666667;0.333333333;0;0.5;0.333333333;0;0.5;0.166666667;0;0;1;0.428571429;0.571428571;0;0;0;0;0;0;0;0;0.25;0;0.75;0;0;0;0;0.75;0.25;0;0.076923077;0.230769231;0.230769231;0.153846154;0.076923077;0.230769231;0;0.083333333;0.083333333;0.083333333;0.166666667;0.166666667;0;0.416666667;0.5;0.333333333;0.166666667;0;0;0;0;1;0;0;0;0;0.375;0.375;0.125;0.125;0.285714286;0.285714286;0.428571429;0.6;0.4;0;0;1;0;0.2;0.4;0.4;0;0;0.083333333;0.166666667;0.25;0.25;0.25;g;F;e;-0.56;0
2731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;-0.56;0
737;1;0;0;0;0;1;0;0;1;0;0.2;0.4;0;0.4;0;0;0;0.5;0;0.5;0;0;0.5;0.25;0.25;0;0;1;0;0;0;1;0.166666667;0.5;0.333333333;0;0;0;0;0;0;0.2;0;0.2;0.6;0;0;0;0;1;0;0;0;0.142857143;0.142857143;0.285714286;0.285714286;0.142857143;0;0.25;0.125;0.125;0;0;0;0.5;1;0;0;0.2;0;0;0;0.8;0;0;0;0;0.75;0.25;0;0;0.333333333;0.666666667;0;0.75;0.25;0;0;1;0;0.5;0.5;0;0;0.166666667;0.25;0.25;0.166666667;0.083333333;0.083333333;NA;NA;NA;-0.56;0
